Date,Test Case ID,Module,Test Scenario,Test Steps,Expected Result,Actual Result,Status,Remarks
2026-06-11,TC-303,DNS Settings,Verify dynamic updates values display correctly in DNS settings GET call,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",All values should be accurate,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-11,TC-304,DNS Settings,Configure scavenging settings,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings
3. Perform the action described in the test scenario
4. Verify success toast and that record appears/updates/removes in the list
5. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Scavenging should be configurable without errors,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-11,TC-305,DNS Settings,Create DNS settings in subnet,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",DNS settings should be created in subnet context,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-11,TC-306,DNS Settings,Verify DNS config section navigation highlights display,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Navigation bar highlights should be visible,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-11,TC-307,DNS Settings,Verify DNS queries display in analytics page,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Queries should be visible in analytics,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
,,SECURITY TEST CASES,,,,,,
2026-06-11,TC-308,Security,Verify HTTPS encryption between App Console and Windows Agent,"1. Login to DDI Console with valid credentials
2. Navigate to Security / Login page
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",All communication should be encrypted via TLS,,Not Started,Platform: Windows | Type: Security | Nature: Positive
2026-06-11,TC-309,Security,Verify SQL injection prevention in Server Name field,"1. Login to DDI Console with valid credentials
2. Navigate to Security / Login page
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Enter invalid / duplicate / out-of-range value as per scenario
6. Click 'Save' / 'Submit'
7. Verify proper validation/error message is displayed and no change is saved",SQL injection attempts should be rejected,,Not Started,Platform: Windows | Type: Security | Nature: Negative
2026-06-11,TC-310,Security,Verify XSS prevention in all input fields (zone name record values etc),"1. Login to DDI Console with valid credentials
2. Navigate to Security / Login page
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Enter invalid / duplicate / out-of-range value as per scenario
6. Click 'Save' / 'Submit'
7. Verify proper validation/error message is displayed and no change is saved",Script injection should be sanitized/rejected,,Not Started,Platform: Windows | Type: Security | Nature: Negative
2026-06-11,TC-311,Security,Verify CSRF token validation on all form submissions,"1. Login to DDI Console with valid credentials
2. Navigate to Security / Login page
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Enter invalid / duplicate / out-of-range value as per scenario
6. Click 'Save' / 'Submit'
7. Verify proper validation/error message is displayed and no change is saved",Requests without valid CSRF token should be rejected,,Not Started,Platform: Windows | Type: Security | Nature: Negative
2026-06-11,TC-312,Security,Verify session timeout and re-authentication requirement,"1. Login to DDI Console with valid credentials
2. Navigate to Security / Login page
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Session should expire after inactivity period,,Not Started,Platform: Windows | Type: Security | Nature: Positive
2026-06-12,TC-313,Security,Verify unauthorized API access without valid authentication,"1. Login to DDI Console with valid credentials
2. Navigate to Security / Login page
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Enter invalid / duplicate / out-of-range value as per scenario
6. Click 'Save' / 'Submit'
7. Verify proper validation/error message is displayed and no change is saved",API calls without auth should return 401/403,,Not Started,Platform: Windows | Type: Security | Nature: Negative
2026-06-12,TC-314,Security,Verify operator user cannot access admin-only features,"1. Login to DDI Console with valid credentials
2. Navigate to Security / Login page
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Enter invalid / duplicate / out-of-range value as per scenario
6. Click 'Save' / 'Submit'
7. Verify proper validation/error message is displayed and no change is saved",Access control should restrict operator permissions,,Not Started,Platform: Windows | Type: Security | Nature: Negative
2026-06-12,TC-315,Security,Verify password stored as hashed value not plain text,"1. Login to DDI Console with valid credentials
2. Navigate to Security / Login page
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Passwords should never be stored in plain text,,Not Started,Platform: Windows | Type: Security | Nature: Positive
2026-06-12,TC-316,Security,Verify brute force protection on login (account lockout),"1. Login to DDI Console with valid credentials
2. Navigate to Security / Login page
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Account should lock after multiple failed attempts,,Not Started,Platform: Windows | Type: Security | Nature: Positive
2026-06-12,TC-317,Security,Verify sensitive data not exposed in API error responses,"1. Login to DDI Console with valid credentials
2. Navigate to Security / Login page
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Enter invalid / duplicate / out-of-range value as per scenario
6. Click 'Save' / 'Submit'
7. Verify proper validation/error message is displayed and no change is saved",Error messages should not reveal internal details,,Not Started,Platform: Windows | Type: Security | Nature: Negative
2026-06-12,TC-318,Security,Verify Windows Agent communication uses certificate-based authentication,"1. Login to DDI Console with valid credentials
2. Navigate to Security / Login page
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Agent auth should use valid certificates,,Not Started,Platform: Windows | Type: Security | Nature: Positive
2026-06-12,TC-319,Security,Verify command injection prevention in dig and PowerShell fields,"1. Login to DDI Console with valid credentials
2. Navigate to Security / Login page
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Enter invalid / duplicate / out-of-range value as per scenario
6. Click 'Save' / 'Submit'
7. Verify proper validation/error message is displayed and no change is saved",Command injection should be sanitized,,Not Started,Platform: Windows | Type: Security | Nature: Negative
2026-06-12,TC-320,Security,Verify audit log captures all CRUD operations for compliance,"1. Login to DDI Console with valid credentials
2. Navigate to Security / Login page
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",All operations should be logged with user timestamp and action,,Not Started,Platform: Windows | Type: Security | Nature: Positive
2026-06-12,TC-321,Security,Verify SAML SSO authentication flow works correctly,"1. Login to DDI Console with valid credentials
2. Navigate to Security / Login page
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",SAML login should authenticate without issues,,Not Started,Platform: Windows | Type: Security | Nature: Positive
